ID,Text
11,"Healthcare resource utilization and costs in the 12 months following hospitalization for respiratory syncytial virus or unspecified bronchiolitis among infants Aims: To examine healthcare resource utilization (HRU) and costs within 12 months after hospitalization for respiratory syncytial virus (RSVH) or unspecified bronchiolitis (UBH) in infants. Materials and methods: Infants born July 1, 2009June 30, 2015 were identified in the MarketScan Medicaid and Commercial databases and were assigned to one of three cohorts: RSVH (with/without UBH), UBH, or comparator (no RSVH or UBH). Each infant was identified as pre-term (5 groups) or term (2 groups) based on weeks gestational age (wGA). Index dates were the first admission dates for RSVH or UBH infants and were randomly assigned to comparator infants based on time from birth to index in the RSVH cohort. HRU, all-cause costs, and incremental cost differences between hospitalized and comparator infants were assessed over 12 months post-index with and without the index hospitalization. Results were propensity score weighted to balance pre-index characteristics across hospitalization cohorts. Results: This study identified 15,872 RSVH infants, 6,081 UBH infants, and 986,087 comparator infants in the Medicaid population and 5,755 RSVH infants, 1,888 UBH infants, and 696,302 comparator infants in the commercial population. HRU in follow-up was greater for RSVH and UBH infants relative to comparator infants in both populations, including hospitalizations (commercial: 7.4%, 11.0%, 1.7%; Medicaid_ 12.3%, 15.3%, 3.2%) and emergency department visits (commercial: 33.0%, 33.3%, 17.2%; Medicaid_ 65.8%, 68.5%, 51.4%). HRU was highest among RSVH and UBH infants born at <29 wGA. Hospitalized infants had numerically higher follow-up costs than comparator infants, with incremental differences reaching $19,896 among Medicaid UBH infants and $37,417 among commercial RSVH infants. Limitations: RSV/UB may be miscoded in claims data. Conclusions: Infants hospitalized for RSV or UB largely had greater subsequent HRU and costs in the first year after index hospitalization than comparator infants. Absolute and incremental follow-up costs relative to comparator infants were highest among infants <29 wGA. (Ledbetter J.) Pediatric Pulmonology, Childrens Hospital at Erlanger, Chattanooga, TN, United States. , (Brannman L.; Gonzales T., tara.gonzales@sobi.com) US Medical Affairs, AstraZeneca, Gaithersburg, MD, United States. , (Wade S.W.) Wade Outcomes Research and Consulting, Salt Lake City, UT, United States. , (Kong A.M.) Life Sciences, IBM Watson Health, Cambridge, MA, United States."
12,"Influenza-like illness in residential care homes: A study of the incidence, aetiological agents, natural history and health resource utilisation Background: Influenza-like illness (ILI) among elderly people living in residential care homes (RCHEs) is a common cause for hospitalisation. A study was undertaken to examine the incidence, underlying aetiology, natural history and associated healthcare resource utilisation related to ILI in the RCHE population. Methods: A prospective study of ILI in four RCHEs in Shatin, Hong Kong was conducted from April 2006 to March 2007. Each RCHE was monitored daily for the occurrence of ILI and followed up until resolution of illness or death. Clinical features were recorded and sputum, nasopharyngeal aspirate, blood and urine specimens were examined for underlying aetiology. Results: 259 episodes of ILI occurred in 194 subjects, with mild peaks in winter and summer, over a sustained level throughout the year. The infectious agent was identified in 61.4% of all episodes, comprising bacterial infection in 53.3% and viral in 46.7%. Multiple infections occurred in 16.2% of subjects. The most frequent organism was Streptococcus pneumoniae, followed by respiratory syncytial virus, Pseudomonas aeruginosa, metapneumovirus and parainfluenza virus types 1 and 3. Clinical features did not vary according to the underlying aetiology, the common presenting features being a decrease in general condition, cognitive and functional deterioration, and withholding of food in addition to fever and respiratory symptoms. Overall, mortality at 1 month/discharge was 9.7%. Infection with methicillin-resistant Staphylococcus aureus, low body mass index and poor function predisposed to mortality. No association was observed between influenza vaccination status and underlying aetiology, clinical features or outcome. Conclusions: The clinical presentation of ILI is non-specific and is mainly due to bacterial and viral infections other than influenza in the RCHE population. (Hui D.S., dschui@cuhk.edu.hk; Woo J.; Foo A.; To K.-W.) Department of Medicine and Therapeutics, Chinese University of Hong Kong, Prince of Wales Hospital, Shatin, New Territories, Hong Kong. , (Woo J.; Hui E.) Department of Medicine and Geriatrics, Shatin Hospital, New Territories, Hong Kong. , (Ip M.; Cheuk E.S.C.; Lam W.-Y.; Chan P.K.S.) Department of Microbiology, Chinese University of Hong Kong, Prince of Wales Hospital, Shatin, New Territories, Hong Kong. , (Sham A.) Department of Community and Family Medicine, Chinese University of Hong Kong, Prince of Wales Hospital, Shatin, New Territories, Hong Kong. , (Hui D.S., dschui@cuhk.edu.hk) Department of Medicine Amd Therapeutics, Chinese University of Hong Kong, Prince of Wales Hospital, 30-32 Ngan Shing St, Shatin, New Territories, Hong Kong."
13,"Respiratory Syncytial Virus Burden and Healthcare Utilization in United States Infants <1 Year of Age: Study of Nationally Representative Databases, 2011-2019 Background: Respiratory syncytial virus (RSV) is the leading cause of hospitalizations in United States infants aged <1 year, but research has focused on select populations. Methods: National (Nationwide) Inpatient Sample and National Emergency Department (ED) Sample data (2011-2019) were used to report RSV hospitalization (RSVH), bronchiolitis hospitalization (BH), and ED visit counts, percentage of total hospitalizations/visits, and rates per 1000 live births along with inpatient mortality, mechanical ventilation (MV), and total charges (2020 US dollars). Results: Average annual RSVH and RSV ED visits were 56 927 (range, 43 845-66 155) and 131 999 (range, 89 809-177 680), respectively. RSVH rates remained constant over time (P =. 5), whereas ED visit rates increased (P =. 004). From 2011 through 2019, Medicaid infants had the highest average rates (RSVH: 22.3 [95% confidence interval {CI}, 21.5-23.1] per 1000; ED visits: 55.9 [95% CI, 52.4-59.4] per 1000) compared to infants with private or other/unknown insurance (RSVH: P <. 0001; ED visits: P <. 0001). From 2011 through 2019, for all races and ethnicities, Medicaid infants had higher average RSVH rates (up to 7 times) compared to infants with private or other/unknown insurance. RSVH mortality remained constant over time (P =. 8), whereas MV use (2019: 13% of RSVH, P <. 0001) and mean charge during hospitalization (2019: $21 513, P <. 0001) increased. Bronchiolitis patterns were similar. Conclusions: This study highlights the importance of ensuring access to RSV preventive measures for all infants. (Suh M., msuh@epidstrategies.com; Movva N.; Jiang X.; Reichert H.; Bylsma L.C.; Fryzek J.P.) EpidStrategies, A Division of ToxStrategies, Rockville, MD, United States. , (Nelson C.B.) Sanofi, Swiftwater, PA, United States."
14,"Comparison of health care resource utilization among preterm and term infants hospitalized with Human Respiratory Syncytial Virus infections: A systematic review and meta-analysis of retrospective cohort studies Introduction Data on the variation in the medical resource utilization rate of Human Respiratory Syncytial Virus (HRSV) infected children by gestational age have recently been made available. This review aimed to determine whether prematurity is independently associated with the use of medical resources in hospitalized children for HRSV infections. Methods We conducted this systematic review on cohort studies published on the medical resources use in preterm and full-term patients hospitalized for confirmed HRSV infections. We searched PubMed, Embase, and Global Index medicus for eligible studies. The standardized mean difference (SMD) and Risk Ratio (RR) with their 95% confidence intervals (95% CI) were estimated as summary statistics with random effects meta-analysis. The overall results were adjusted to the common confounders by stratified analyses. Results A total of 14 articles (20 studies) were included. Compared to full-term, preterm hospitalized with HRSV infections had more frequent intensive care unit admission (RR = 2.6, 95% CI = 1.93.5), increased length of stay in hospital (SMD = 0.6, 95% CI = 0.50.8) and intensive care unit (SMD = 0.6, 95% CI = 0.40.8) and increased case fatality rate (RR = 6.9, 95% CI = 2.023.8). Mechanical ventilation utilization was more frequent in preterm children  2 years (RR = 15.5, 95% CI = 8.926.4) and those who did not receive prophylaxis against HRSV (RR = 15.9, 95% CI = 9.127.9)] than in full-term children. No differences were identified in the frequency of emergency department visits, oxygen utilization, and the age at the first HRSV episode between preterm and full-term infants. Conclusions Regardless of gestational age, preterm infants hospitalized for HRSV infections, especially those  2 years, have an increased frequency of use of health resources and poor outcomes compared to full-term infants. HRSV vaccine development programs for pregnant women should be accelerated. (Kenmoe S.; Modiyinji A.F.; Njouom R., njouom@yahoo.com) Department of Virology, Centre Pasteur of Cameroon, Yaounde, Cameroon. , (Kengne-Nde C.) National AIDS Control Committee, Epidemiological Surveillance, Evaluation and Research Unit, Yaounde, Cameroon. , (Modiyinji A.F.) Department of Animals Biology and Physiology, Faculty of Sciences, University of Yaounde I, Yaounde, Cameroon. , (Rosa G.L.) Italian National Institute of Health, Viale Regina Elena, Rome, Italy."
15,"Outcome of respiratory syncytial virus infection and a cost-benefit analysis of prophylaxis Objectives: To determine outcome and length of stay (LOS) for infants younger than 2 years of age admitted to hospital for respiratory syncytial virus (RSV) infection and to perform a cost-benefit analysis of prophylaxis with RSV -globulin (Respigam; CSL Laboratories, Melbourne, Victoria, Australia) and monoclonal antibody (Synagis; Abbott Australasia, Kurnell, NSW, Australia) in the Australian context. Methods: Retrospective outcome study using data from an Australian hospital and intensive care databases over a 30 month period encompassing three RSV seasons (1 May 1997-31 October 1999). Results: The mortality for RSV infection was very low, being 0.29% of all patients admitted to hospital and 0% in infants without co-existing disease. Only 11.4% of infants required admission to the intensive care unit (ICU). Respiratory syncytial virus infection was not associated with prolonged hospitalization; patients managed in the general wards had a mean length of stay (LOS) of 4.13 days with a median of 3.0 days, while those requiring intensive care had a mean LOS of 9.8 days (including 5.1 days in the ICU). Use of RSV prophylaxis would be expected to reduce the requirement for hospital admission; however, the cost of prophylaxis is conservatively estimated to be between 7.2- and 65.3-fold the money saved in hospital care, depending on the weight of the patient and choice of drug. Conclusions: Respiratory syncytial virus is a major cause of morbidity, but not mortality, in infants. In infants requiring hospitalization for this disease, the LOS is relatively short and the mortality extremely low. Use of prophylactic agents, which reduce the probability of hospital admission but have no effect on mortality, cannot be justified in the Australian context on cost-benefit grounds. (Numa A., A.Numa@unsw.edu.au) Intensive Care Unit, Sydney Children's Hospital, Randwick, NSW, Australia. , (Numa A., A.Numa@unsw.edu.au) Intensive Care Unit, Sydney Children's Hospital, High Street, Randwick, NSW 2031, Australia."
16,"Nosocomial respiratory syncytial virus infections: The cost-effectiveness and cost-benefit of infection control Objective. To determine the cost-effectiveness and cost-benefit of an infection control program to reduce nosocomial respiratory syncytial virus (RSV) transmission in a large pediatric hospital. Design. RSV nosocomial infection (NI) was studied for 8 years, before and after intervention with a targeted infection control program. The cost-effectiveness of the intervention was calculated, and cost-benefit was estimated by a case-control comparison. Setting. Children's Hospital of Philadelphia, a 304 bed pediatric hospital. Patients. All inpatients with RSV infection, both community- and hospital-acquired. Intervention. Consisted of early recognition of patients with respiratory symptoms, confirmation of RSV infection by laboratory testing, establishing cohorts of patients and nursing staff, gown and glove barrier precautions, and monitoring and education of staff. Outcome Measures. The incidence density of RSV NI before and after the intervention was calculated as the rate per 1000 patient days-at-risk for infection. Intervention costs included laboratory testing, isolation, and administration of the program. The cost of RSV NI was estimated by comparing hospital charges for 30 cases and matched uninfected controls. Results. A total of 148 patients acquired NI (88 before and 60 after the intervention). The Mantel-Haenszel stratified relative risk for NI in the period before the infection control program, compared with the postintervention period, was .61 (95% confidence interval: .53-.69). By applying the preintervention stratum-specific rates of infection to the days-at-risk in the postintervention period, an estimated 100 NIs would have been expected, which in comparison to the 60 NIs observed, yielded an estimated program effectiveness of 10 RSV NIs prevented per season. The total cost of the program per season was $15 627 or $1563/NI prevented. In comparison, the mean cost to the hospital was $9419/case of RSV NI, resulting in a cost-benefit ratio of 1:6. Conclusions. A targeted infection control intervention was cost-effective in reducing the rate of RSV NI. For every dollar spent on the program, approximately $6 was saved. (Macartney K.K., macartney@email.chop.edu) Division of Immunologic and Infectious Diseases, Children's Hospital of Philadelphia, University of Pennsylvania School of Medicine, Philadelphia, PA, United States. , (Gorelick M.H.) Department of Emergency Medicine, Alfred I. du Pont Hospital for Children, University of Pennsylvania, Philadelphia, PA, United States. , (Gorelick M.H.) Department of Pediatrics, Jefferson Medical College, University of Pennsylvania, Philadelphia, PA, United States. , (Manning M.L.) Departments of Infection Control and Occupational Health, Children's Hospital of Philadelphia, University of Pennsylvania School of Nursing, Philadelphia, PA, United States. , (Hodinka R.L.) Department of Clinical Virology, Children's Hospital of Philadelphia, University of Pennsylvania School of Medicine, Philadelphia, PA, United States. , (Bell L.M.) Department of Infection Control, Children's Hospital of Philadelphia, University of Pennsylvania School of Medicine, Philadelphia, PA, United States. , (Macartney K.K., macartney@email.chop.edu) Division of Immunologic and Infectious Diseases, Abramson Bldg., 34th St and Civic Center Blvd, Philadelphia, PA 19104, United States."
17,"A comparison of healthcare resource use for rotavirus and RSV between vulnerable children with co-morbidities and healthy children: A case control study Objective: To quantify the differences in hospital length of stay (LOS) and cost between healthy and vulnerable children with cystic fibrosis (CF), insulin-dependent diabetes mellitus (IDDM), cancer, and epilepsy who contract rotavirus (RVGE) or respiratory syncytial virus (RSV). Methods: Hospital Episode Statistics (HES) data were collected for England, for children <5 years old, admitted between April 2001 and March 2008, using ICD-10 codes for RVGE and RSV. Cases were identified as having RVGE and/or RSV plus CF, IDDM, cancer, or epilepsy. Healthy controls had RVGE and/or RSV only, additional controls had eczema only. Cost, hospital LOS, and demographics were collected. Results: Four hundred and eighty-six (0.5%) cases and 101,784 (99.5%) healthy controls were admitted with RVGE or RSV, with 17,420 eczema controls. RVGE was present in 153 (31.5%) cases and 7532 (7.4%) healthy controls, and RSV in 333 (68.5%) cases and 94,252 (92.6%) healthy controls. Cases were older (1.1 years, SD=1.3 years), had greater LOS (9.9 days, SD=19.9), and cost more (3477, SD=7765) than healthy controls (age=0.2, SD=0.5, p<0.001; LOS=1.9 days, SD=3.1, p<0.001; cost=595, SD=727, p<0.001). Cost for cases was 6-times greater than healthy controls (p<0.001). Controls had a 0.3 day greater LOS (p<0.001) with RSV, but a 17 (p=0.085) lower mean cost than RVGE. Conclusion: RVGE and RSV are more serious diseases in vulnerable children, requiring more intense resource use. The importance of preventing infection in vulnerable children is underlined by hygiene and appropriate isolation and vaccination strategies. When universal vaccination is under consideration, as for rotavirus vaccines, evaluation of a vaccination programme should consider the potentially positive impact on vulnerable children. Limitations: Limitations of the study include a dependency on accurate coding, an expectation that patients are identified through laboratory testing, and the possibility of unidentified underlying conditions affecting the burden.  2013 Informa UK Ltd. (Pockett R.D., r.d.pockett@swansea.ac.uk) Swansea Centre for Health Economics, Swansea University, Swansea, United Kingdom. , (Campbell D.) Sheffield Children's Hospital NHS Foundation Trust, Sheffield, United Kingdom. , (Carroll S.; Rajoriya F.; Adlard N.) Sanofi-Pasteur MSD, Maidenhead, United Kingdom."
18,"A Real-World Analysis of Patient Characteristics and Predictors of Hospitalization Among US Medicare Beneficiaries with Respiratory Syncytial Virus Infection Introduction: Little has been published on respiratory syncytial virus (RSV) among Medicare patients at high risk (HR) of RSV complications due to age or comorbidity. Methods: Adult patients (at least 18 years of age) with at least 1 diagnostic code for RSV were identified using the 5% US Medicare database from 2011 through 2015. Patients were required to have continuous health plan enrollment for 180 days pre- and 180 days post-RSV diagnosis (baseline and follow-up periods, respectively). HR was defined as diagnosis of chronic lung disease, congestive heart failure, or weakened immune system for 180 days during the baseline period. Patients were categorized as initially hospitalized if hospitalized within 1 day of RSV diagnosis. Logistic regression models were developed to determine predictors of initial hospitalization. Healthcare utilization and costs for 180 days pre- and post-RSV diagnosis were compared. Results: The study included 756 HR patients who were initially hospitalized with RSV diagnoses. Among these, 61.7% were diagnosed in the emergency department vs 15.3% in a physicians office, with hypertension (76.3%), chronic obstructive pulmonary disease (COPD) (53.7%), and high cholesterol (52.0%) observed as the most prevalent comorbidities. Of these, COPD, congestive heart failure, chronic kidney disease, and previous evidence of pneumonia were significant predictors of hospitalization. Other significant predictors of hospitalization included older age, hematological malignancies, stroke, and baseline healthcare resource use. Among both HR and non-HR hospitalized patients, there was a significant increase in healthcare resource utilization following hospitalization, including the number of inpatient admissions and longer hospital stays post-RSV diagnosis. The total mean all-cause healthcare costs among HR hospitalized patients increased by $9210 per patient (p < 0.0001) post-RSV diagnosis. Conclusion: Hospitalized Medicare beneficiaries with RSV infections pose a significant healthcare burden as compared with non-hospitalized patients, mainly driven by higher comorbidity, higher likelihood of multiple inpatient admissions, and costly medical interventions. (Wyffels V.; Gavart S.) Janssen Pharmaceutica NV, Beerse, Belgium. , (Kariburyo F., fkariburyo@statinmed.com) SIMR, LLC, Ann Arbor, MI, United States. , (Kariburyo F., fkariburyo@statinmed.com; Yuce H.) New York City College of Technology (CUNY), New York, NY, United States. , (Fleischhackl R.) Janssen-Cilag Pharma, Vienna, Austria."
19,"A cost-benefit analysis of the immunisation of children against respiratory syncytial virus (RSV) using the English Hospital Episode Statistics (HES) data set Respiratory syncytial virus (RSV) is a common cause of respiratory infection that is highly prevalent in infants, particularly those with underlying medical conditions. Severe cases of RSV require hospitalisation as well as admission to intensive care and may even result in death. The objective of the study was to measure the net benefits that could arise from an immunisation programme of infants that may well eradicate RSV to a high degree and save the direct and indirect medical care costs from hospitalisation, morbidity and the gain from potential life-time earnings by reducing the probability of mortality. In this context, the majority of existing empirical investigations are based on data from clinical trials, and where relevant facts are not available, a series of strong assumptions is derived from the published literature, whereas in this study, for the first time, the hospital episode statistics database is used to calculate the cost-benefit ratios. The methodology of the analysis adopts a cost-benefit approach to assess the impact of the immunisation and whether it is beneficial to society. The underlying assumptions of the basic model are assessed by adopting a sensitivity analysis. The results show that a number of categories are cost-effective with the use of the passive drug, which means benefits by raising the life expectancy and quality as well as reducing the resource burden on society. (Thomas G., d.g.thomas@herts.ac.uk) Hertfordshire Business School, University of Hertfordshire, Hatfield, Hertfordshire, United Kingdom."
20,"A cost-benefit analysis of RSV prophylaxis in high-risk infants OBJECTIVE: To determine the cost and benefit of using RSV-IG and palivizumab as prophylactic therapy against respiratory syncytial virus (RSV)- associated illness in high-risk infants. METHODS: A nonrandomized, retrospective, cohort control study was conducted comparing the outcomes of patients who received either RSV-IG or palivizumab therapy against RSV during the 1998-1999 RSV season with patients identified from the 1994-1995 RSV season who would have been eligible to receive prophylaxis had either agent been available at that time. Medical record reviews were conducted to gather data regarding the costs associated with both the administration of the prophylactic drugs and the treatment of RSV-associated hospitalizations in both groups. Decision analysis was used to determine the average cost per patient for both groups. A cost-benefit analysis was then conducted to determine the return on investment, if any, for the use of these drugs. A sensitivity analysis was also conducted to determine the robustness of the data. RESULTS: Patients who received RSV-IG or palivizumab had a hospitalization rate of 1.6% compared with 25% for the group who did not receive prophylactic drugs. The average costs for the RSV prophylaxis group were less per patient: $3733 compared with $4258 in the group who did not receive prophylaxis. The benefit is a 23.4% lower chance of hospitalization for each infant or, in dollar figures, $3985 ($17 031  0.234). The benefit-cost ratio is 1.15:1 ($3985:3461). The benefits, therefore, exceed the costs associated with the prophylaxis program. The prophylaxis program saved healthcare dollars by preventing RSV-related hospital-izations. CONCLUSIONS: Results demonstrate that when used according to our institution's criteria, RSV prophylaxis is of benefit to our institution. (Schrand L.M.; Ross J.M.; Elliott M.B.; Bell E.F.; Mutnick A.H.) Department of Pharmaceutical Care, Univ. of Iowa Hospitals and Clinics, College of Pharmacy, Iowa City, IA, United States."
